VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.5620, 0.5619, 0.5619, 0.5620, 0.5620, 0.5619, 0.5620, 0.5619, 0.5620, 0.5620, 0.5619, 0.5619, 0.5619, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5619, 0.5620, 0.5620, 0.5619, 0.5620, 0.5619, 0.5620, 0.5620, 0.5619, 0.5620, 0.5619, 0.5620, 0.5619, 0.5619
FRO, SMAP, True, auc, 0.7869, 0.7870, 0.7870, 0.7869, 0.7869, 0.7870, 0.7869, 0.7870, 0.7869, 0.7869, 0.7870, 0.7870, 0.7870, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7870, 0.7869, 0.7869, 0.7870, 0.7869, 0.7870, 0.7869, 0.7869, 0.7870, 0.7869, 0.7870, 0.7869, 0.7870, 0.7870
FRO, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
FRL, SMAP, True, fpr, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670
FRL, SMAP, True, auc, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776, 0.7776
FRL, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
FRR, SMAP, True, fpr, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5623, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5623, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5623, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620, 0.5620
FRR, SMAP, True, auc, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7863, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7863, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7863, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869, 0.7869
FRR, SMAP, True, f1b, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998, 0.9998
OCSVM, SMAP, True, fpr, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670, 0.5670
OCSVM, SMAP, True, auc, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669, 0.7669
