VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.6127, 0.6132, 0.6124, 0.6132, 1.0000, 0.6133, 0.6132, 0.6128, 0.6132, 0.6133, 0.6131, 0.6127, 0.6132, 0.6132, 0.6126, 0.6127, 0.6131, 1.0000, 0.6126, 0.6133, 0.6133, 1.0000, 0.6129, 1.0000, 0.6132, 0.6132, 0.6127, 0.6132, 0.6128, 0.6132, 0.6132, 1.0000
FRO, SMAP, True, auc, 0.7391, 0.7386, 0.7394, 0.7387, 0.7391, 0.7391, 0.7386, 0.7391, 0.7393, 0.7388, 0.7397, 0.7388, 0.7393, 0.7394, 0.7392, 0.7395, 0.7392, 0.7396, 0.7388, 0.7393, 0.7392, 0.7386, 0.7392, 0.7399, 0.7393, 0.7391, 0.7388, 0.7390, 0.7396, 0.7391, 0.7392, 0.7395
FRO, SMAP, True, f1b, 0.5577, 1.0000, 0.9998, 0.5577, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.9998, 1.0000, 1.0000, 1.0000, 0.9998, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.5577, 1.0000, 0.9998, 0.5577, 1.0000, 1.0000, 1.0000, 0.5577, 1.0000, 0.5577, 0.9998
FRL, SMAP, True, fpr, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881
FRL, SMAP, True, auc, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813, 0.6813
FRL, SMAP, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
FRR, SMAP, True, fpr, 0.6132, 0.6131, 0.6129, 0.6132, 1.0000, 0.6132, 0.6132, 0.6131, 1.0000, 0.6133, 0.6132, 1.0000, 0.6133, 0.6133, 0.6133, 0.6133, 0.6133, 0.6131, 0.6131, 1.0000, 0.6131, 0.6131, 0.6131, 0.6133, 0.6132, 0.6128, 0.6133, 0.6131, 0.6133, 0.6132, 0.6133, 0.6132
FRR, SMAP, True, auc, 0.7401, 0.7401, 0.7401, 0.7401, 0.7397, 0.7397, 0.7400, 0.7394, 0.7400, 0.7401, 0.7400, 0.7398, 0.7397, 0.7401, 0.7397, 0.7398, 0.7401, 0.7401, 0.7401, 0.7397, 0.7401, 0.7401, 0.7395, 0.7401, 0.7397, 0.7399, 0.7401, 0.7397, 0.7398, 0.7394, 0.7398, 0.7401
FRR, SMAP, True, f1b, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000
OCSVM, SMAP, True, fpr, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881, 0.5881
OCSVM, SMAP, True, auc, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134, 0.6134
