VAR, SMAP, True, fpr, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, auc, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
VAR, SMAP, True, f1b, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
FRO, SMAP, True, fpr, 0.6634, 0.6632, 0.6632, 0.6634, 0.6635, 0.6632, 0.6634, 0.6634, 0.6631, 0.6635, 0.6634, 0.6634, 0.6633, 0.6630, 0.6634, 0.6634, 0.6631, 0.6634, 0.6634, 0.6634, 0.6632, 0.6631, 0.6630, 0.6634, 0.6634, 0.6635, 0.6634, 0.6634, 0.6634, 0.6633, 0.6634, 0.6634
FRO, SMAP, True, auc, 0.5127, 0.5134, 0.5117, 0.5085, 0.5082, 0.5135, 0.5133, 0.5055, 0.5124, 0.5080, 0.5115, 0.5129, 0.5116, 0.5144, 0.5086, 0.5108, 0.5126, 0.5084, 0.5106, 0.5113, 0.5042, 0.5127, 0.5132, 0.5129, 0.5055, 0.5100, 0.5056, 0.5073, 0.5088, 0.5093, 0.5095, 0.5139
FRO, SMAP, True, f1b, 0.9998, 0.5035, 0.8557, 0.5035, 0.8557, 0.8557, 0.5035, 0.8557, 0.9998, 0.8557, 0.8556, 0.5035, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.5035, 0.8557, 0.8557, 0.8557, 0.5035, 0.8557, 0.5035, 0.9996
FRL, SMAP, True, fpr, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635
FRL, SMAP, True, auc, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039, 0.4039
FRL, SMAP, True, f1b, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560, 0.8560
FRR, SMAP, True, fpr, 0.6633, 0.6634, 0.6630, 0.6630, 0.6634, 0.6634, 1.0000, 0.6631, 0.6634, 0.6632, 0.6630, 0.6633, 0.6634, 1.0000, 0.6631, 0.6632, 0.6631, 0.6631, 0.6630, 0.6632, 0.6630, 0.6634, 0.6630, 0.6632, 0.6634, 0.6630, 0.6633, 0.6631, 0.6632, 0.6630, 0.6634, 0.6635
FRR, SMAP, True, auc, 0.5110, 0.5093, 0.5124, 0.5122, 0.5121, 0.5112, 0.5091, 0.5130, 0.5082, 0.5122, 0.5140, 0.5126, 0.5094, 0.5090, 0.5129, 0.5101, 0.5128, 0.5137, 0.5128, 0.5117, 0.5137, 0.5106, 0.5031, 0.5120, 0.4987, 0.5180, 0.5132, 0.5140, 0.5132, 0.5114, 0.5135, 0.5017
FRR, SMAP, True, f1b, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557, 0.8557
OCSVM, SMAP, True, fpr, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635, 0.6635
OCSVM, SMAP, True, auc, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847, 0.3847
